379.8500061,262746,1826,0,6.949677635,10931,0.167,7980,3529,2.261263814,5106,0.357618488,201,0,2254,7649,14,372,2433,218,1150
377.3200073,28949,22.938,0,0.792358976,2026.103,0.0113,522.374,281.793,1.853750803,1402.493,0.016355162,45.559,15.019,2149.027,3904.384,0,15.801,204.812,146.368,1044.728
376.7799988,442955,4002,0,9.034777799,55556,0.072,28120,24844,1.131862824,18284,0.218879895,1550,12242,38083,166761,160,1308,7584,1645,1150
376.7799988,50464,390.982,0,7.747740964,7024.292,0.0557,1274.095,1033.185,1.233172181,2534.82,0.154244483,650.381,199.146,2686.989,3540.16,47.821,81.873,899.611,265.54,1046.051
376.4400024,46296,461.466,0,9.967729393,6309.82,0.0731,1306.332,563.055,2.320078856,2979.32,0.154889706,418.673,476.557,1027.404,2595.362,80.27,-122.078,716.014,214.062,675
375.9599915,105713,1198.511,0,11.3374041,8764.286,0.1367,4335.03,1135.483,3.817785031,6144.078,0.195067673,1974.34,726.138,2924.899,5872.227,25.119,880,2221.791,142.2,1335.855
375.480011,108428,2115.8,0,19.51340982,14805.2,0.1429,7689.1,2096.6,3.667413908,11089.7,0.190789652,2693.4,1415.5,3812.8,7863.4,30.2,313.3,2520.2,205.2,675
373.5,107095,2444.4,0,22.82459499,11734.5,0.2083,6447.6,1442.8,4.468810646,8757.3,0.279127128,2272,1151.2,3304.5,6710.8,28.2,109.1,2708.5,144.1,1210.878
372.8200073,121362,0,0,0,10693,0,7741,4217,1.835665165,5868,0,0,0,819,0,25,842,0,194,781.275
372.6000061,61036,692.843,0,11.35138279,3094.932,0.2239,1628.942,680.508,2.393714695,367.554,1.885010094,612.648,356.095,1306.163,2785.874,44.938,113.35,965.89,131.68,431.56
372.5,40232,366.738,0,9.115579638,1739.67,0.2108,1121.927,483.249,2.321633361,639.47,0.573503057,289.2,780.989,484.142,3936.623,0,85.231,499.97,28.999,1150
370.2000122,231705,2870,0,12.38643965,21971,0.1306,9768,5298,1.843714609,6057,0.47383193,1702,2505,7808,16229,173,456,3698,626,1046.051
370.0299988,24836,1758.675,0,70.81152359,8008.859,0.2196,2180.155,905.495,2.407694134,5755.057,0.305587764,394.672,554.007,1584.04,2311.659,23.416,502.406,389.598,134.238,1210.878
370,146000,656,0,4.493150685,7585,0.0865,4483,1244,3.603697749,4694,0.139752876,501,372,2132,3239,49,200,916,187,1150
369.7200012,96100,493.6,0,5.136316337,4290.5,0.115,3424.8,614.1,5.576941866,1826.5,0.270243635,428.5,234.7,762.8,1926.7,84.7,-268.6,383.4,66.3,1150
368.5,153438,757.516,0,4.936951733,8752.26,0.0866,2808.341,2413.484,1.163604565,5295.137,0.14305881,853.075,229.023,1769.996,4204.193,3.365,49.155,973.742,205.547,1046.051
368.1700134,59607,112.403,0,1.885734897,5412.563,0.0208,3058.763,2154.203,1.419904717,1333.561,0.084287858,0,1706.421,357.196,4374.562,29.142,58.671,276.721,48.374,581.872
367.0899963,104097,895.522,0,8.602764729,6973.466,0.1284,3180.188,1241.495,2.561579386,4449.245,0.201275048,1611.62,399.356,2508.925,4860.427,7.195,434.293,1435.486,104.745,1162.779
